a_loss,c_loss,total_loss
1.130321383476257,0.004316541366279125,0
1.2241297960281372,0.002094287658110261,0
0.21256232261657715,0.004515702836215496,0
-1.697978138923645,0.034238021820783615,0
-0.3998878002166748,0.01081919576972723,0
0.5121749639511108,0.001134895603172481,0
0.03812962770462036,0.004960213322192431,0
0.9586834907531738,0.012262368574738504,0
0.07712942361831665,0.009157653898000715,0
1.4329984188079834,0.005254000891000032,0
-0.15857380628585815,0.006819671485573053,0
-0.2473790645599365,0.004837531130760908,0
0.3917055130004883,0.000988400191999972,0
0.6935491561889648,0.005178812891244888,0
0.3714953064918518,0.0014354691375046966,0
-0.4918751120567322,0.007354232482612133,0
-0.696989893913269,0.016466947272419933,0
0.5406487584114075,0.0008480172255076468,0
-0.9429306387901306,0.01645123027265072,0
-0.8825936913490295,0.01752134598791599,0
0.27910929918289185,0.0021355277858674526,0
0.20350182056427,0.0048897797241806975,0
0.3167150020599365,0.0021782873664051294,0
1.3098509311676023,0.004082055762410164,0
-0.2690524458885193,0.00612274557352066,0
0.2913370728492737,0.0016399455489590766,0
0.008733928203582764,0.004650738555938005,0
0.69023597240448,0.004704933147877455,0
-0.21906340122222898,0.006471292115747929,0
0.5683743953704834,0.0009425216703675687,0
0.5786350965499878,0.0023778134491294627,0
0.2936621606349945,0.002955010626465082,0
36.77340698242188,13.197014808654785,0
-0.2926562428474426,0.006886071525514126,0
-0.7263853549957275,0.019956795498728752,0
0.8453035354614258,0.0017733867280185227,0
1.7911665439605713,0.010733059607446194,0
0.1546044945716858,0.008319097571074963,0
0.573117733001709,0.0019820984452962875,0
-0.12815070152282715,0.008433807641267776,0
0.9510498046875,0.0033747386187314987,0
-0.7751598358154297,0.011919637210667132,0
-0.07316607236862183,0.0035845257807523008,0
-0.11853379011154175,0.004839131608605385,0
0.842423141002655,0.005320808850228786,0
-0.03401625156402588,0.006278039887547493,0
-0.06515800952911377,0.004662243649363518,0
2.3606655597686768,0.01499831769615412,0
0.8307527899742126,0.0009977909503504632,0
-44.46292114257813,16.241317749023438,0
0.9708625078201294,0.009062664583325386,0
0.3879056870937347,0.007059695199131966,0
1.2035319805145264,0.010885397903621195,0
-0.2947704195976257,0.023635126650333405,0
1.040064811706543,0.003566847648471594,0
0.8424432873725891,0.01152600534260273,0
1.8705511093139648,0.009927558712661266,0
1.2447749376296997,0.00813590083271265,0
1.587202072143555,0.011334809474647043,0
-0.4713205695152282,0.02003392763435841,0
1.5672595500946045,0.015787236392498016,0
-0.6288784146308899,0.016211267560720444,0
1.5539356470108032,0.013553800992667677,0
-0.6982531547546387,0.022266646847128868,0
1.359487771987915,0.009959062561392784,0
-0.26818448305130005,0.01936645433306694,0
0.627910315990448,0.007964112795889378,0
0.01130664348602295,0.019889257848262787,0
1.2440652847290041,0.006897358689457178,0
0.029349923133850094,0.02044334635138512,0
0.36547398567199707,0.008224069140851498,0
0.11514747142791748,0.020256275311112404,0
1.4335412979125977,0.011456524953246115,0
0.2302591800689697,0.019223887473344803,0
0.7390312552452087,0.006938316859304905,0
0.8627345561981201,0.018425660207867626,0
1.4798593521118164,0.008783511817455292,0
-0.5160613656044006,0.028290499001741413,0
0.8235903978347778,0.009612055495381357,0
0.3697490990161896,0.017919445410370827,0
1.0476355552673342,0.011212666518986223,0
0.1257469654083252,0.02585073560476303,0
0.5569050908088684,0.008219430223107338,0
-0.6694660782814026,0.03005409426987171,0
0.732333779335022,0.004084734246134758,0
-0.45616215467453,0.0218048132956028,0
2.001741886138916,0.009827347472310066,0
-0.5839801430702211,0.03887565061450005,0
1.2632927894592283,0.008092613890767097,0
-0.3638688921928406,0.037539489567279816,0
0.7593390345573425,0.00751862395554781,0
-0.8157154321670532,0.039390910416841514,0
0.2957829236984253,0.009321828372776508,0
0.15133041143417358,0.04423501715064049,0
1.632498025894165,0.007916724309325218,0
0.01452404260635376,0.03479548543691635,0
1.0580227375030518,0.005454251077026129,0
-0.1462889313697815,0.04057575017213821,0
1.5114625692367554,0.011366385035216808,0
50.77427673339844,12.095681190490724,0
1.519101858139038,0.01118959579616785,0
-59.5484504699707,14.409872055053713,0
0.15576255321502686,0.007192539516836405,0
0.8054811358451843,0.03817817196249962,0
1.7343538999557495,0.004163098521530628,0
-0.1257178783416748,0.03267157077789306,0
0.620535671710968,0.004675596486777067,0
-0.3201776742935181,0.04131532832980156,0
-4.566771984100342,0.0052406364120543,0
10.84833526611328,0.005456474144011736,0
1.1134119033813477,0.0008734770817682147,0
-10.359078407287598,3.9530723094940186,0
-40.90708923339844,11.076992988586426,0
0.043883979320526116,0.0034389193169772625,0
0.3503163754940033,0.02665011771023273,0
-0.4274914264678955,0.004414878785610199,0
0.969102144241333,0.02179598249495029,0
-2.0310842990875244,1.050445318222046,0
1.3505027294158936,0.02392207644879818,0
0.8223839998245239,0.007637207861989736,0
0.10500091314315796,0.014316268265247343,0
0.3572349548339844,0.00599812576547265,0
-21.07877922058105,7.8927245140075675,0
0.5977669954299927,0.005518688354641199,0
1.1142289638519287,0.08699892461299896,0
1.0943062305450442,0.005295639391988516,0
1.615870237350464,0.08227077126502991,0
-20.57497787475586,7.509225845336914,0
2.44983458518982,0.054565880447626114,0
0.6936824321746826,0.020413963124156,0
0.556284487247467,0.04803453758358955,0
0.13779383897781372,0.022477122023701668,0
2.745753526687622,0.033203136175870895,0
56.06167221069336,14.336491584777832,0
1.2594670057296753,0.019779186695814133,0
